ENSMUSG00000033970	ENSMUST00000038131	ENSMUSP00000039621	ENSRNOG00000001088	ENSRNOT00000001444	ENSRNOP00000001444
ENSMUSG00000061130	ENSMUST00000234851	ENSMUSP00000157058	ENSRNOG00000030667	ENSRNOT00000079279	ENSRNOP00000074301
ENSMUSG00000021567	ENSMUST00000022051	ENSMUSP00000022051	ENSRNOG00000016103	ENSRNOT00000021898	ENSRNOP00000021898
ENSMUSG00000026456	ENSMUST00000027726	ENSMUSP00000027726	ENSRNOG00000003973	ENSRNOT00000060669	ENSRNOP00000057400
ENSMUSG00000027270	ENSMUST00000057503	ENSMUSP00000061180	ENSRNOG00000005457	ENSRNOT00000007274	ENSRNOP00000007274
ENSMUSG00000015467	ENSMUST00000097345	ENSMUSP00000094958	ENSRNOG00000000436	ENSRNOT00000068712	ENSRNOP00000063796
ENSMUSG00000029730	ENSMUST00000000505	ENSMUSP00000000505	ENSRNOG00000001349	ENSRNOT00000001825	ENSRNOP00000001825
ENSMUSG00000052234	ENSMUST00000049768	ENSMUSP00000050497	ENSRNOG00000008707	ENSRNOT00000011735	ENSRNOP00000011735
ENSMUSG00000019822	ENSMUST00000019965	ENSMUSP00000019965	ENSRNOG00000000306	ENSRNOT00000000336	ENSRNOP00000000336
ENSMUSG00000031954	ENSMUST00000034432	ENSMUSP00000034432	ENSRNOG00000019326	ENSRNOT00000026249	ENSRNOP00000026249
ENSMUSG00000040260	ENSMUST00000057610	ENSMUSP00000052085	ENSRNOG00000053945	ENSRNOT00000088651	ENSRNOP00000074902
ENSMUSG00000030610	ENSMUST00000107431	ENSMUSP00000103054	ENSRNOG00000018515	ENSRNOT00000065457	ENSRNOP00000058942
ENSMUSG00000011118	ENSMUST00000011262	ENSMUSP00000011262	ENSRNOG00000031675	ENSRNOT00000042717	ENSRNOP00000041185
ENSMUSG00000005823	ENSMUST00000233568	ENSMUSP00000156910	ENSRNOG00000046128	ENSRNOT00000075403	ENSRNOP00000064473
ENSMUSG00000072919	ENSMUST00000021423	ENSMUSP00000021423	ENSRNOG00000047312	ENSRNOT00000074037	ENSRNOP00000065836
ENSMUSG00000034254	ENSMUST00000173973	ENSMUSP00000133947	ENSRNOG00000000437	ENSRNOT00000000500	ENSRNOP00000000500
ENSMUSG00000031953	ENSMUST00000034431	ENSMUSP00000034431	ENSRNOG00000049019	ENSRNOT00000082182	ENSRNOP00000075609
ENSMUSG00000031877	ENSMUST00000043183	ENSMUSP00000049315	ENSRNOG00000013808	ENSRNOT00000048385	ENSRNOP00000044478
ENSMUSG00000028745	ENSMUST00000102507	ENSMUSP00000099565	ENSRNOG00000007330	ENSRNOT00000083577	ENSRNOP00000070586
ENSMUSG00000029053	ENSMUST00000030922	ENSMUSP00000030922	ENSRNOG00000015480	ENSRNOT00000021285	ENSRNOP00000021285
ENSMUSG00000054855	ENSMUST00000109149	ENSMUSP00000104777	ENSRNOG00000059857	ENSRNOT00000077856	ENSRNOP00000070395
ENSMUSG00000022350	ENSMUST00000022976	ENSMUSP00000022976	ENSRNOG00000009739	ENSRNOT00000013315	ENSRNOP00000013315
ENSMUSG00000038013	ENSMUST00000037480	ENSMUSP00000046991	ENSRNOG00000027849	ENSRNOT00000029021	ENSRNOP00000032337
ENSMUSG00000021500	ENSMUST00000223736	ENSMUSP00000153328	ENSRNOG00000021637	ENSRNOT00000029885	ENSRNOP00000030772
ENSMUSG00000022780	ENSMUST00000023464	ENSMUSP00000023464	ENSRNOG00000001739	ENSRNOT00000002373	ENSRNOP00000002373
ENSMUSG00000048755	ENSMUST00000061882	ENSMUSP00000051569	ENSRNOG00000010539	ENSRNOT00000013994	ENSRNOP00000013994
ENSMUSG00000061689	ENSMUST00000169464	ENSMUSP00000126980	ENSRNOG00000020225	ENSRNOT00000037177	ENSRNOP00000034166
ENSMUSG00000058260	ENSMUST00000058464	ENSMUSP00000058535	ENSRNOG00000042391	ENSRNOT00000012861	ENSRNOP00000012861
ENSMUSG00000041736	ENSMUST00000047419	ENSMUSP00000037039	ENSRNOG00000010549	ENSRNOT00000014089	ENSRNOP00000014089
ENSMUSG00000041313	ENSMUST00000048116	ENSMUSP00000046714	ENSRNOG00000000924	ENSRNOT00000082850	ENSRNOP00000072647
ENSMUSG00000063232	ENSMUST00000120251	ENSMUSP00000112420	ENSRNOG00000011141	ENSRNOT00000047324	ENSRNOP00000041705
ENSMUSG00000039349	ENSMUST00000048308	ENSMUSP00000041904	ENSRNOG00000002322	ENSRNOT00000003177	ENSRNOP00000003177
ENSMUSG00000026527	ENSMUST00000027812	ENSMUSP00000027812	ENSRNOG00000021984	ENSRNOT00000065041	ENSRNOP00000063631
ENSMUSG00000020181	ENSMUST00000032719	ENSMUSP00000032719	ENSRNOG00000052157	ENSRNOT00000082100	ENSRNOP00000070987
ENSMUSG00000036617	ENSMUST00000114627	ENSMUSP00000110274	ENSRNOG00000008666	ENSRNOT00000073718	ENSRNOP00000064638
ENSMUSG00000005836	ENSMUST00000047762	ENSMUSP00000041774	ENSRNOG00000023433	ENSRNOT00000030726	ENSRNOP00000036967
ENSMUSG00000019080	ENSMUST00000019224	ENSMUSP00000019224	ENSRNOG00000015685	ENSRNOT00000021208	ENSRNOP00000021208
ENSMUSG00000019188	ENSMUST00000089059	ENSMUSP00000086460	ENSRNOG00000007738	ENSRNOT00000087075	ENSRNOP00000072050
ENSMUSG00000001786	ENSMUST00000130320	ENSMUSP00000120840	ENSRNOG00000004637	ENSRNOT00000006366	ENSRNOP00000006366
ENSMUSG00000033762	ENSMUST00000036852	ENSMUSP00000044363	ENSRNOG00000032446	ENSRNOT00000045135	ENSRNOP00000047177
ENSMUSG00000006800	ENSMUST00000109249	ENSMUSP00000104872	ENSRNOG00000006052	ENSRNOT00000008478	ENSRNOP00000008478
ENSMUSG00000067336	ENSMUST00000087435	ENSMUSP00000084701	ENSRNOG00000022196	ENSRNOT00000035238	ENSRNOP00000037011
ENSMUSG00000098789	ENSMUST00000044675	ENSMUSP00000041220	ENSRNOG00000050072	ENSRNOT00000067181	ENSRNOP00000063762
ENSMUSG00000020719	ENSMUST00000021062	ENSMUSP00000021062	ENSRNOG00000030680	ENSRNOT00000048490	ENSRNOP00000041663
ENSMUSG00000030493	ENSMUST00000154597	ENSMUSP00000115766	ENSRNOG00000022393	ENSRNOT00000033396	ENSRNOP00000031862
ENSMUSG00000039913	ENSMUST00000035264	ENSMUSP00000047285	ENSRNOG00000005509	ENSRNOT00000084829	ENSRNOP00000071237
ENSMUSG00000071172	ENSMUST00000037776	ENSMUSP00000049025	ENSRNOG00000000520	ENSRNOT00000000627	ENSRNOP00000000627
ENSMUSG00000020832	ENSMUST00000021183	ENSMUSP00000021183	ENSRNOG00000010673	ENSRNOT00000014386	ENSRNOP00000014386
ENSMUSG00000049588	ENSMUST00000055040	ENSMUSP00000054840	ENSRNOG00000021370	ENSRNOT00000039040	ENSRNOP00000037400
ENSMUSG00000029093	ENSMUST00000037370	ENSMUSP00000041828	ENSRNOG00000007033	ENSRNOT00000009960	ENSRNOP00000009960
ENSMUSG00000001674	ENSMUST00000001724	ENSMUSP00000001724	ENSRNOG00000025430	ENSRNOT00000037203	ENSRNOP00000038728
ENSMUSG00000030494	ENSMUST00000085556	ENSMUSP00000082692	ENSRNOG00000011885	ENSRNOT00000016148	ENSRNOP00000016148
ENSMUSG00000028187	ENSMUST00000029838	ENSMUSP00000029838	ENSRNOG00000015969	ENSRNOT00000021705	ENSRNOP00000021705
ENSMUSG00000021947	ENSMUST00000022517	ENSMUSP00000022517	ENSRNOG00000008989	ENSRNOT00000012093	ENSRNOP00000012093
ENSMUSG00000031835	ENSMUST00000098362	ENSMUSP00000095965	ENSRNOG00000015173	ENSRNOT00000087886	ENSRNOP00000071317
ENSMUSG00000032565	ENSMUST00000186925	ENSMUSP00000140590	ENSRNOG00000012962	ENSRNOT00000017318	ENSRNOP00000017318
ENSMUSG00000027189	ENSMUST00000102573	ENSMUSP00000099633	ENSRNOG00000005191	ENSRNOT00000007018	ENSRNOP00000007018
ENSMUSG00000024300	ENSMUST00000087605	ENSMUSP00000084887	ENSRNOG00000008409	ENSRNOT00000011513	ENSRNOP00000011513
ENSMUSG00000022445	ENSMUST00000006094	ENSMUSP00000006094	ENSRNOG00000008988	ENSRNOT00000012413	ENSRNOP00000012413
ENSMUSG00000043430	ENSMUST00000052224	ENSMUSP00000100594	ENSRNOG00000006845	ENSRNOT00000009193	ENSRNOP00000064044
ENSMUSG00000026018	ENSMUST00000189776	ENSMUSP00000141103	ENSRNOG00000017258	ENSRNOT00000041546	ENSRNOP00000045103
ENSMUSG00000025212	ENSMUST00000062213	ENSMUSP00000059419	ENSRNOG00000015442	ENSRNOT00000021171	ENSRNOP00000021171
ENSMUSG00000023999	ENSMUST00000162854	ENSMUSP00000124674	ENSRNOG00000011453	ENSRNOT00000015584	ENSRNOP00000015584
ENSMUSG00000020483	ENSMUST00000146941	ENSMUSP00000119655	ENSRNOG00000008921	ENSRNOT00000012279	ENSRNOP00000012279
ENSMUSG00000027678	ENSMUST00000109252	ENSMUSP00000104875	ENSRNOG00000005616	ENSRNOT00000007768	ENSRNOP00000007768
ENSMUSG00000006127	ENSMUST00000006286	ENSMUSP00000006286	ENSRNOG00000056954	ENSRNOT00000084496	ENSRNOP00000073462
ENSMUSG00000054387	ENSMUST00000186617	ENSMUSP00000140812	ENSRNOG00000009696	ENSRNOT00000012984	ENSRNOP00000012984
ENSMUSG00000022634	ENSMUST00000080299	ENSMUSP00000079179	ENSRNOG00000004773	ENSRNOT00000006621	ENSRNOP00000006621
ENSMUSG00000056529	ENSMUST00000070690	ENSMUSP00000070925	ENSRNOG00000013231	ENSRNOT00000017687	ENSRNOP00000017687
ENSMUSG00000031684	ENSMUST00000209992	ENSMUSP00000147659	ENSRNOG00000011991	ENSRNOT00000015985	ENSRNOP00000015985
ENSMUSG00000035168	ENSMUST00000112568	ENSMUSP00000108187	ENSRNOG00000025394	ENSRNOT00000038983	ENSRNOP00000033136
ENSMUSG00000024127	ENSMUST00000072406	ENSMUSP00000072239	ENSRNOG00000007326	ENSRNOT00000082353	ENSRNOP00000070154
ENSMUSG00000020774	ENSMUST00000021119	ENSMUSP00000021119	ENSRNOG00000019659	ENSRNOT00000084432	ENSRNOP00000072876
ENSMUSG00000034462	ENSMUST00000086831	ENSMUSP00000084041	ENSRNOG00000002146	ENSRNOT00000002916	ENSRNOP00000002916
ENSMUSG00000051256	ENSMUST00000101070	ENSMUSP00000098631	ENSRNOG00000009175	ENSRNOT00000012177	ENSRNOP00000053385
ENSMUSG00000035852	ENSMUST00000169041	ENSMUSP00000130071	ENSRNOG00000010423	ENSRNOT00000013857	ENSRNOP00000013857
ENSMUSG00000021112	ENSMUST00000219197	ENSMUSP00000151349	ENSRNOG00000008788	ENSRNOT00000012005	ENSRNOP00000012005
ENSMUSG00000026922	ENSMUST00000131940		ENSRNOG00000019466	ENSRNOT00000026408	ENSRNOP00000026408
ENSMUSG00000031671	ENSMUST00000034096	ENSMUSP00000034096	ENSRNOG00000012447	ENSRNOT00000016626	ENSRNOP00000016626
ENSMUSG00000006920	ENSMUST00000107284	ENSMUSP00000102905	ENSRNOG00000020336	ENSRNOT00000027640	ENSRNOP00000027640
ENSMUSG00000000594	ENSMUST00000000608	ENSMUSP00000000608	ENSRNOG00000052219	ENSRNOT00000078910	ENSRNOP00000071876
ENSMUSG00000017499	ENSMUST00000092706	ENSMUSP00000090382	ENSRNOG00000027787	ENSRNOT00000081424	ENSRNOP00000071363
ENSMUSG00000041567	ENSMUST00000043915	ENSMUSP00000045572	ENSRNOG00000042634	ENSRNOT00000012960	ENSRNOP00000012960
ENSMUSG00000075012	ENSMUST00000099678	ENSMUSP00000097270	ENSRNOG00000005347	ENSRNOT00000007077	ENSRNOP00000007077
ENSMUSG00000046591	ENSMUST00000035977	ENSMUSP00000041377	ENSRNOG00000015520	ENSRNOT00000031783	ENSRNOP00000029053
ENSMUSG00000036186	ENSMUST00000074240	ENSMUSP00000073860	ENSRNOG00000004532	ENSRNOT00000006186	ENSRNOP00000006186
ENSMUSG00000035772	ENSMUST00000038600	ENSMUSP00000036725	ENSRNOG00000010164	ENSRNOT00000082883	ENSRNOP00000071014
ENSMUSG00000040875	ENSMUST00000046627	ENSMUSP00000038013	ENSRNOG00000011435	ENSRNOT00000015643	ENSRNOP00000015643
ENSMUSG00000045767	ENSMUST00000057844	ENSMUSP00000055271	ENSRNOG00000047934	ENSRNOT00000075725	ENSRNOP00000064148
ENSMUSG00000001700	ENSMUST00000237355	ENSMUSP00000157710	ENSRNOG00000015225	ENSRNOT00000020570	ENSRNOP00000020570
ENSMUSG00000032566	ENSMUST00000035180	ENSMUSP00000035180	ENSRNOG00000037305	ENSRNOT00000056435	ENSRNOP00000053274
ENSMUSG00000021009	ENSMUST00000170188	ENSMUSP00000126975	ENSRNOG00000060568	ENSRNOT00000079697	ENSRNOP00000068645
ENSMUSG00000029560	ENSMUST00000031539	ENSMUSP00000031539	ENSRNOG00000001258	ENSRNOT00000001696	ENSRNOP00000001696
ENSMUSG00000026921	ENSMUST00000166920	ENSMUSP00000128741	ENSRNOG00000019388	ENSRNOT00000026318	ENSRNOP00000026318
ENSMUSG00000020696	ENSMUST00000074515	ENSMUSP00000074108	ENSRNOG00000007596	ENSRNOT00000076598	ENSRNOP00000067950
ENSMUSG00000026726	ENSMUST00000091436	ENSMUSP00000089009	ENSRNOG00000029047	ENSRNOT00000090064	ENSRNOP00000075097
ENSMUSG00000025213	ENSMUST00000111948	ENSMUSP00000107579	ENSRNOG00000016058	ENSRNOT00000021553	ENSRNOP00000021553
ENSMUSG00000030762	ENSMUST00000033023	ENSMUSP00000033023	ENSRNOG00000014652	ENSRNOT00000019939	ENSRNOP00000019939
ENSMUSG00000024131	ENSMUST00000024944	ENSMUSP00000024944	ENSRNOG00000007006	ENSRNOT00000009581	ENSRNOP00000009581
ENSMUSG00000025786	ENSMUST00000026892	ENSMUSP00000026892	ENSRNOG00000004344	ENSRNOT00000005817	ENSRNOP00000005817
ENSMUSG00000022914	ENSMUST00000023631	ENSMUSP00000023631	ENSRNOG00000001632	ENSRNOT00000002231	ENSRNOP00000002231
ENSMUSG00000026374	ENSMUST00000027623	ENSMUSP00000027623	ENSRNOG00000002319	ENSRNOT00000068524	ENSRNOP00000063499
ENSMUSG00000039621	ENSMUST00000036719	ENSMUSP00000037180	ENSRNOG00000006952	ENSRNOT00000009517	ENSRNOP00000009517
ENSMUSG00000068428	ENSMUST00000089832	ENSMUSP00000087269	ENSRNOG00000038505	ENSRNOT00000058701	ENSRNOP00000055495
ENSMUSG00000021497	ENSMUST00000021959	ENSMUSP00000021959	ENSRNOG00000000133	ENSRNOT00000000146	ENSRNOP00000000146
ENSMUSG00000018372	ENSMUST00000018516	ENSMUSP00000018516	ENSRNOG00000014354	ENSRNOT00000066525	ENSRNOP00000062563
ENSMUSG00000003354	ENSMUST00000003444	ENSMUSP00000003444	ENSRNOG00000058916	ENSRNOT00000090760	ENSRNOP00000071850
ENSMUSG00000050382	ENSMUST00000184137	ENSMUSP00000139224	ENSRNOG00000026857	ENSRNOT00000033491	ENSRNOP00000038247
ENSMUSG00000029388	ENSMUST00000031334	ENSMUSP00000031334	ENSRNOG00000001039	ENSRNOT00000092416	ENSRNOP00000075870
ENSMUSG00000046861	ENSMUST00000050067	ENSMUSP00000051922	ENSRNOG00000018363	ENSRNOT00000024737	ENSRNOP00000024737
ENSMUSG00000025787	ENSMUST00000026893	ENSMUSP00000026893	ENSRNOG00000004320	ENSRNOT00000055822	ENSRNOP00000052677
ENSMUSG00000021114	ENSMUST00000021536	ENSMUSP00000021536	ENSRNOG00000009080	ENSRNOT00000012101	ENSRNOP00000012101
ENSMUSG00000025215	ENSMUST00000174617	ENSMUSP00000133627	ENSRNOG00000016120	ENSRNOT00000021714	ENSRNOP00000021714
ENSMUSG00000001687	ENSMUST00000079324	ENSMUSP00000078303	ENSRNOG00000000921	ENSRNOT00000061229	ENSRNOP00000057940
ENSMUSG00000020176	ENSMUST00000093321	ENSMUSP00000091011	ENSRNOG00000004290	ENSRNOT00000085175	ENSRNOP00000070674
ENSMUSG00000021913	ENSMUST00000228529	ENSMUSP00000154185	ENSRNOG00000019955	ENSRNOT00000027054	ENSRNOP00000027054
ENSMUSG00000066233	ENSMUST00000213514	ENSMUSP00000149571	ENSRNOG00000032027	ENSRNOT00000040475	ENSRNOP00000043044
ENSMUSG00000075318	ENSMUST00000028377	ENSMUSP00000028377	ENSRNOG00000005018	ENSRNOT00000007069	ENSRNOP00000007069
ENSMUSG00000037750	ENSMUST00000073705	ENSMUSP00000073384	ENSRNOG00000029570	ENSRNOT00000045107	ENSRNOP00000049924
ENSMUSG00000041852	ENSMUST00000048966	ENSMUSP00000048486	ENSRNOG00000009585	ENSRNOT00000012699	ENSRNOP00000012699
ENSMUSG00000027652	ENSMUST00000109485	ENSMUSP00000105111	ENSRNOG00000014836	ENSRNOT00000020556	ENSRNOP00000020556
ENSMUSG00000028136	ENSMUST00000029783	ENSMUSP00000029783	ENSRNOG00000020893	ENSRNOT00000071442	ENSRNOP00000067026
ENSMUSG00000039783	ENSMUST00000040250	ENSMUSP00000038914	ENSRNOG00000003709	ENSRNOT00000005005	ENSRNOP00000005005
ENSMUSG00000026457	ENSMUST00000027727	ENSMUSP00000027727	ENSRNOG00000004143	ENSRNOT00000005551	ENSRNOP00000005551
ENSMUSG00000020697	ENSMUST00000092849	ENSMUSP00000090525	ENSRNOG00000021815	ENSRNOT00000055982	ENSRNOP00000052836
ENSMUSG00000036553	ENSMUST00000070203	ENSMUSP00000070610	ENSRNOG00000007993	ENSRNOT00000010784	ENSRNOP00000010784
ENSMUSG00000063229	ENSMUST00000048209	ENSMUSP00000036386	ENSRNOG00000013009	ENSRNOT00000017468	ENSRNOP00000017468
ENSMUSG00000032383	ENSMUST00000034947	ENSMUSP00000034947	ENSRNOG00000016781	ENSRNOT00000022828	ENSRNOP00000022828
ENSMUSG00000054942	ENSMUST00000073089	ENSMUSP00000072836	ENSRNOG00000056332	ENSRNOT00000089370	ENSRNOP00000072364
ENSMUSG00000003345	ENSMUST00000085435	ENSMUSP00000082560	ENSRNOG00000018529	ENSRNOT00000080342	ENSRNOP00000072196
ENSMUSG00000029054	ENSMUST00000030925	ENSMUSP00000030925	ENSRNOG00000016385	ENSRNOT00000022246	ENSRNOP00000022246
ENSMUSG00000027188	ENSMUST00000028612	ENSMUSP00000028612	ENSRNOG00000005348	ENSRNOT00000064282	ENSRNOP00000059877
ENSMUSG00000034189	ENSMUST00000036049	ENSMUSP00000044371	ENSRNOG00000015576	ENSRNOT00000020859	ENSRNOP00000020860
ENSMUSG00000026526	ENSMUST00000027810	ENSMUSP00000027810	ENSRNOG00000003653	ENSRNOT00000004917	ENSRNOP00000004917
ENSMUSG00000006498	ENSMUST00000172282	ENSMUSP00000126192	ENSRNOG00000010448	ENSRNOT00000044865	ENSRNOP00000043256
ENSMUSG00000026620	ENSMUST00000027929	ENSMUSP00000027929	ENSRNOG00000002339	ENSRNOT00000003198	ENSRNOP00000003198
ENSMUSG00000042787	ENSMUST00000214462	ENSMUSP00000150704	ENSRNOG00000014801	ENSRNOT00000020174	ENSRNOP00000020174
ENSMUSG00000024084	ENSMUST00000040789	ENSMUSP00000038732	ENSRNOG00000005705	ENSRNOT00000049672	ENSRNOP00000045568
ENSMUSG00000074582	ENSMUST00000099078	ENSMUSP00000096677	ENSRNOG00000007485	ENSRNOT00000010054	ENSRNOP00000010054
ENSMUSG00000017386	ENSMUST00000017530	ENSMUSP00000017530	ENSRNOG00000013169	ENSRNOT00000018468	ENSRNOP00000018468
ENSMUSG00000026944	ENSMUST00000102919	ENSMUSP00000099983	ENSRNOG00000014268	ENSRNOT00000020339	ENSRNOP00000020339
ENSMUSG00000074771	ENSMUST00000028726	ENSMUSP00000028726	ENSRNOG00000005792	ENSRNOT00000007893	ENSRNOP00000007893
ENSMUSG00000038145	ENSMUST00000134949	ENSMUSP00000119878	ENSRNOG00000004050	ENSRNOT00000005422	ENSRNOP00000005422
ENSMUSG00000018379	ENSMUST00000107920	ENSMUSP00000103553	ENSRNOG00000050323	ENSRNOT00000073005	ENSRNOP00000064933
ENSMUSG00000042745	ENSMUST00000038368	ENSMUSP00000092019	ENSRNOG00000021750	ENSRNOT00000029660	ENSRNOP00000052261
ENSMUSG00000018363	ENSMUST00000167787	ENSMUSP00000129269	ENSRNOG00000014623	ENSRNOT00000019781	ENSRNOP00000019781
ENSMUSG00000071552	ENSMUST00000096065	ENSMUSP00000093770	ENSRNOG00000056574	ENSRNOT00000078921	ENSRNOP00000074881
ENSMUSG00000036368	ENSMUST00000040368	ENSMUSP00000044543	ENSRNOG00000006082	ENSRNOT00000008045	ENSRNOP00000008045
ENSMUSG00000037997	ENSMUST00000039680	ENSMUSP00000036127	ENSRNOG00000060689	ENSRNOT00000078802	ENSRNOP00000068762
ENSMUSG00000073423	ENSMUST00000166627	ENSMUSP00000129423	ENSRNOG00000008378	ENSRNOT00000011094	ENSRNOP00000011094
ENSMUSG00000005682	ENSMUST00000005825	ENSMUSP00000005825	ENSRNOG00000032441	ENSRNOT00000050792	ENSRNOP00000039314
ENSMUSG00000072473	ENSMUST00000100723	ENSMUSP00000098289	ENSRNOG00000039749	ENSRNOT00000060975	ENSRNOP00000057695
ENSMUSG00000059412	ENSMUST00000214680		ENSRNOG00000016469	ENSRNOT00000022074	ENSRNOP00000022074
ENSMUSG00000033706	ENSMUST00000045693	ENSMUSP00000048537	ENSRNOG00000015589	ENSRNOT00000020909	ENSRNOP00000020909
ENSMUSG00000067818	ENSMUST00000088552	ENSMUSP00000085913	ENSRNOG00000020246	ENSRNOT00000027445	ENSRNOP00000027445
ENSMUSG00000032739	ENSMUST00000052079	ENSMUSP00000057065	ENSRNOG00000039204	ENSRNOT00000060002	ENSRNOP00000056752
ENSMUSG00000059714	ENSMUST00000001569	ENSMUSP00000001569	ENSRNOG00000000826	ENSRNOT00000090039	ENSRNOP00000071275
ENSMUSG00000021038	ENSMUST00000072744	ENSMUSP00000072527	ENSRNOG00000049223	ENSRNOT00000079373	ENSRNOP00000073602
ENSMUSG00000031831	ENSMUST00000093100	ENSMUSP00000090790	ENSRNOG00000015590	ENSRNOT00000079580	ENSRNOP00000073360
ENSMUSG00000020766	ENSMUST00000021114	ENSMUSP00000021114	ENSRNOG00000006359	ENSRNOT00000008525	ENSRNOP00000008525
ENSMUSG00000024087	ENSMUST00000234927	ENSMUSP00000157101	ENSRNOG00000040287	ENSRNOT00000082017	ENSRNOP00000071724
ENSMUSG00000019806	ENSMUST00000019942	ENSMUSP00000019942	ENSRNOG00000010753	ENSRNOT00000046539	ENSRNOP00000039627
ENSMUSG00000031832	ENSMUST00000093099	ENSMUSP00000090789	ENSRNOG00000015632	ENSRNOT00000020990	ENSRNOP00000020990
ENSMUSG00000026455	ENSMUST00000112232	ENSMUSP00000107851	ENSRNOG00000004193	ENSRNOT00000005832	ENSRNOP00000005832
ENSMUSG00000039316	ENSMUST00000044503	ENSMUSP00000046524	ENSRNOG00000011321	ENSRNOT00000015210	ENSRNOP00000015210
ENSMUSG00000036568	ENSMUST00000233537	ENSMUSP00000156590	ENSRNOG00000016229	ENSRNOT00000021762	ENSRNOP00000021762
ENSMUSG00000020758	ENSMUST00000021107	ENSMUSP00000021107	ENSRNOG00000005580	ENSRNOT00000086747	ENSRNOP00000073188
ENSMUSG00000005312	ENSMUST00000058735	ENSMUSP00000050191	ENSRNOG00000019282	ENSRNOT00000061233	ENSRNOP00000057944
ENSMUSG00000038805	ENSMUST00000175898	ENSMUSP00000135677	ENSRNOG00000057031	ENSRNOT00000089174	ENSRNOP00000072181
ENSMUSG00000023277	ENSMUST00000024047	ENSMUSP00000024047	ENSRNOG00000048915	ENSRNOT00000074683	ENSRNOP00000066595
ENSMUSG00000078656	ENSMUST00000007533	ENSMUSP00000007533	ENSRNOG00000051179	ENSRNOT00000043754	ENSRNOP00000044397
ENSMUSG00000052276	ENSMUST00000066852	ENSMUSP00000067539	ENSRNOG00000030462	ENSRNOT00000049841	ENSRNOP00000043654
ENSMUSG00000028186	ENSMUST00000029837	ENSMUSP00000029837	ENSRNOG00000016339	ENSRNOT00000021970	ENSRNOP00000021970
ENSMUSG00000021116	ENSMUST00000071230	ENSMUSP00000071214	ENSRNOG00000009432	ENSRNOT00000013375	ENSRNOP00000013375
ENSMUSG00000059811	ENSMUST00000068282	ENSMUSP00000064758	ENSRNOG00000006523	ENSRNOT00000008988	ENSRNOP00000008988
ENSMUSG00000018537	ENSMUST00000018681	ENSMUSP00000018681	ENSRNOG00000012705	ENSRNOT00000017241	ENSRNOP00000017241
ENSMUSG00000037992	ENSMUST00000068133	ENSMUSP00000069744	ENSRNOG00000009972	ENSRNOT00000084644	ENSRNOP00000069776
ENSMUSG00000074625	ENSMUST00000099133	ENSMUSP00000096736	ENSRNOG00000015359	ENSRNOT00000040516	ENSRNOP00000049352
ENSMUSG00000003992	ENSMUST00000004094	ENSMUSP00000004094	ENSRNOG00000016213	ENSRNOT00000021857	ENSRNOP00000021857
ENSMUSG00000023026	ENSMUST00000100203	ENSMUSP00000097777	ENSRNOG00000056106	ENSRNOT00000086577	ENSRNOP00000070489
ENSMUSG00000039789	ENSMUST00000090522	ENSMUSP00000088009	ENSRNOG00000007576	ENSRNOT00000045192	ENSRNOP00000048154
ENSMUSG00000047507	ENSMUST00000182056	ENSMUSP00000138188	ENSRNOG00000017893	ENSRNOT00000024072	ENSRNOP00000024072
ENSMUSG00000029322	ENSMUST00000031264	ENSMUSP00000031264	ENSRNOG00000002217	ENSRNOT00000003012	ENSRNOP00000003012
ENSMUSG00000054939	ENSMUST00000041778	ENSMUSP00000045805	ENSRNOG00000007655	ENSRNOT00000010059	ENSRNOP00000010059
ENSMUSG00000005982	ENSMUST00000143537	ENSMUSP00000135188	ENSRNOG00000007280	ENSRNOT00000009936	ENSRNOP00000009936
ENSMUSG00000061904	ENSMUST00000076694	ENSMUSP00000075987	ENSRNOG00000008289	ENSRNOT00000080824	ENSRNOP00000070805
ENSMUSG00000027636	ENSMUST00000029164	ENSMUSP00000029164	ENSRNOG00000020337	ENSRNOT00000027581	ENSRNOP00000027581
ENSMUSG00000047197	ENSMUST00000062931	ENSMUSP00000055246	ENSRNOG00000051691	ENSRNOT00000084275	ENSRNOP00000072036
ENSMUSG00000049491	ENSMUST00000128244	ENSMUSP00000116073	ENSRNOG00000021310	ENSRNOT00000037274	ENSRNOP00000037827
ENSMUSG00000006736	ENSMUST00000060991	ENSMUSP00000057751	ENSRNOG00000025592	ENSRNOT00000031272	ENSRNOP00000036976
ENSMUSG00000026553	ENSMUST00000135192	ENSMUSP00000118179	ENSRNOG00000006247	ENSRNOT00000008518	ENSRNOP00000008518
ENSMUSG00000032570	ENSMUST00000176770	ENSMUSP00000134764	ENSRNOG00000013305	ENSRNOT00000018175	ENSRNOP00000018175
ENSMUSG00000027637	ENSMUST00000029165	ENSMUSP00000029165	ENSRNOG00000020317	ENSRNOT00000027539	ENSRNOP00000027539
ENSMUSG00000040040	ENSMUST00000122063	ENSMUSP00000113768	ENSRNOG00000009278	ENSRNOT00000076608	ENSRNOP00000068425
ENSMUSG00000006728	ENSMUST00000006911	ENSMUSP00000006911	ENSRNOG00000025602	ENSRNOT00000031796	ENSRNOP00000034754
ENSMUSG00000037771	ENSMUST00000045738	ENSMUSP00000036299	ENSRNOG00000015393	ENSRNOT00000020720	ENSRNOP00000020720
ENSMUSG00000023019	ENSMUST00000162194	ENSMUSP00000125164	ENSRNOG00000056457	ENSRNOT00000087662	ENSRNOP00000074647
