Gene stable ID	Transcript stable ID	Protein stable ID	Gene name	Transcript count	Rat gene stable ID	Rat protein or transcript stable ID	Rat homology type	%id. target Rat gene identical to query gene	%id. query gene identical to target Rat gene	Rat Gene-order conservation score	Rat Whole-genome alignment coverage	dN with Rat	dS with Rat	Rat orthology confidence [0 low, 1 high]	Mouse chrome	Mouse start	Mouse end	Mouse length	Rat chrome	Rat start	Rat end	Rat length
ENSMUSG00000028950	ENSMUST00000030792	ENSMUSP00000030792	Tas1r1	1	ENSRNOG00000009708	ENSRNOP00000013385	ortholog_one2one	90.0238	90.2381	100	100.00	0.0484	0.2554	1	4	152027914	152038568	10654	5	169200287	169212170	11883
ENSMUSG00000031727	ENSMUST00000034162	ENSMUSP00000034162	Pmfbp1	2	ENSRNOG00000014505	ENSRNOP00000068814	ortholog_one2one	88.454	88.3675	75	100.00	0.0628	0.346	1	8	109494027	109542640	48613	19	42132527	42180362	47835
ENSMUSG00000028295	ENSMUST00000029972	ENSMUSP00000029972	Smim8	8	ENSRNOG00000023035	ENSRNOP00000071723	ortholog_one2one	93.8144	93.8144	100	100.00	0.0295	0.1095	1	4	34768664	34778423	9759	5	50230633	50239431	8798
ENSMUSG00000069806	ENSMUST00000092891	ENSMUSP00000090567	Cacng7	2	ENSRNOG00000056257	ENSRNOP00000069074	ortholog_one2one	100	100	100	100.00	0	0	1	7	3332955	3368221	35266	1	64374603	64405149	30546
ENSMUSG00000035778	ENSMUST00000102794	ENSMUSP00000099858	Ggta1	9	ENSRNOG00000019179	ENSRNOP00000074829	ortholog_one2one	82.7586	90.566	100	100.00	0.0461	0.2437	1	2	35400183	35461449	61266	3	14615994	14643897	27903
ENSMUSG00000020090	ENSMUST00000020287	ENSMUSP00000020287	Npffr1	1	ENSRNOG00000000559	ENSRNOP00000000675	ortholog_one2one	95.1389	95.3596	100	100.00	0.0249	0.3185	1	10	61595492	61628565	33073	20	31234493	31245955	11462
ENSMUSG00000020436	ENSMUST00000070725	ENSMUSP00000064739	Gabrg2	4	ENSRNOG00000003241	ENSRNOP00000072234	ortholog_one2one	99.5781	99.5781	100	100.00	0.0018	0.1921	1	11	41910203	42000857	90654	10	27092827	27179900	87073
ENSMUSG00000021023	ENSMUST00000184980	ENSMUSP00000139123	Prorp	6	ENSRNOG00000007043	ENSRNOP00000009306	ortholog_one2one	91.2671	90.8007	100	100.00	0.0463	0.156	1	12	55299577	55382420	82843	6	76079880	76171296	91416
ENSMUSG00000008958	ENSMUST00000009102	ENSMUSP00000009102	Vps72	5	ENSRNOG00000021081	ENSRNOP00000028625	ortholog_one2one	97.0109	98.0769	100	100.00	0.0104	0.1887	1	3	95111022	95123051	12029	2	196277978	196289561	11583
ENSMUSG00000044847	ENSMUST00000129820	ENSMUSP00000117531	Lsm11	2	ENSRNOG00000005450	ENSRNOP00000007267	ortholog_one2one	98.892	99.1667	100	100.00	0.0038	0.1698	1	11	45928269	45944935	16666	10	31028697	31041626	12929
ENSMUSG00000040687	ENSMUST00000077941	ENSMUSP00000077094	Madd	28	ENSRNOG00000012568	ENSRNOP00000075233	ortholog_one2one	97.3571	97.3571	100	100.00	0.0131	0.1957	1	2	91137360	91183818	46458	3	79960359	80000091	39732
ENSMUSG00000031565	ENSMUST00000084027	ENSMUSP00000081041	Fgfr1	19	ENSRNOG00000016050	ENSRNOP00000043459	ortholog_one2one	87.9562	99.177	100	100.00	0.0037	0.2691	1	8	25518759	25575718	56959	16	71266248	71319052	52804
ENSMUSG00000021765	ENSMUST00000223640	ENSMUSP00000153365	Fst	6	ENSRNOG00000011631	ENSRNOP00000015680	ortholog_one2one	98.8338	98.5465	50	100.00	0.0052	0.2301	1	13	114452290	114458951	6661	2	46538700	46544457	5757
ENSMUSG00000043008	ENSMUST00000058839	ENSMUSP00000053023	Klhl6	4	ENSRNOG00000001908	ENSRNOP00000002617	ortholog_one2one	98.8691	98.8691	75	100.00	0.0062	0.2055	1	16	19946496	19983037	36541	11	84745904	84785893	39989
ENSMUSG00000031101	ENSMUST00000033427	ENSMUSP00000033427	Sash3	1	ENSRNOG00000004409	ENSRNOP00000006035	ortholog_one2one	96.8421	96.8421	100	100.00	0.0159	0.1898	1	X	48146436	48161565	15129	X	134979646	134994349	14703
ENSMUSG00000033963	ENSMUST00000125139	ENSMUSP00000121804	Fancd2os	2	ENSRNOG00000010177	ENSRNOP00000013503	ortholog_one2one	97.7528	97.7528	100	100.00	0.0108	0.1252	1	6	113596761	113600715	3954	4	145552270	145555748	3478
ENSMUSG00000062329	ENSMUST00000073554	ENSMUSP00000073244	Cytl1	2	ENSRNOG00000028108	ENSRNOP00000030763	ortholog_one2one	82.0144	83.2117	100	100.00	0.0836	0.2957	1	5	37735519	37739820	4301	14	77805130	77810147	5017
ENSMUSG00000031918	ENSMUST00000034396	ENSMUSP00000034396	Mtmr2	9	ENSRNOG00000005923	ENSRNOP00000008566	ortholog_one2one	98.9114	98.9114	100	100.00	0.0051	0.1742	1	9	13748410	13806481	58071	8	12284528	12333316	48788
ENSMUSG00000053395	ENSMUST00000182222	ENSMUSP00000138618	Cacng8	3	ENSRNOG00000057848	ENSRNOP00000075354	ortholog_one2one	99.0544	99.5249	100	100.00	0.002	0.1765	1	7	3390683	3415648	24965	1	64330106	64350338	20232
ENSMUSG00000058145	ENSMUST00000107478	ENSMUSP00000103102	Adamts17	8	ENSRNOG00000037080	ENSRNOP00000052730	ortholog_one2one	96.4349	96.521	100	100.00	0.0178	0.2151	1	7	66839813	67153171	313358	1	127802978	128124171	321193
ENSMUSG00000034023	ENSMUST00000036340	ENSMUSP00000045667	Fancd2	8	ENSRNOG00000061085	ENSRNOP00000073556	ortholog_one2one	90.1379	89.9518	100	99.99	0.0533	0.1971	1	6	113531682	113597017	65335	4	145489869	145551479	61610
ENSMUSG00000026751	ENSMUST00000028084	ENSMUSP00000028084	Nr5a1	3	ENSRNOG00000012682	ENSRNOP00000017651	ortholog_one2one	99.7835	99.7835	100	100.00	0.0009	0.1266	1	2	38692660	38714542	21882	3	22999616	23020441	20825
ENSMUSG00000049659	ENSMUST00000035350	ENSMUSP00000036778	Aftph	9	ENSRNOG00000005411	ENSRNOP00000053783	ortholog_one2one	89.044	88.9485	100	100.00	0.0562	0.1695	1	11	20685084	20741589	56505	14	104922282	104960141	37859
ENSMUSG00000028807	ENSMUST00000030610	ENSMUSP00000030610	Zbtb8a	1	ENSRNOG00000008300	ENSRNOP00000010983	ortholog_one2one	90.553	89.1156	75	100.00	0.0458	0.3625	1	4	129353628	129378116	24488	5	147554918	147584038	29120
ENSMUSG00000025043	ENSMUST00000026018	ENSMUSP00000026018	Dusp21	1	ENSRNOG00000024138	ENSRNOP00000000173	ortholog_one2one	93.6508	93.6508	100	100.00	0.033	0.1602	1	X	18145857	18146701	844	X	4956699	4957529	830
ENSMUSG00000049093	ENSMUST00000118364	ENSMUSP00000113342	Il23r	1	ENSRNOG00000007544	ENSRNOP00000010151	ortholog_one2one	82.3976	87.0192	75	99.62	0.0695	0.1023	1	6	67422932	67491855	68923	4	98203958	98305173	101215
ENSMUSG00000021983	ENSMUST00000080368	ENSMUSP00000079238	Atp8a2	6	ENSRNOG00000008053	ENSRNOP00000011451	ortholog_one2one	93.6411	91.9589	100	99.08	0.0293	0.2433	1	14	59638540	60086834	448294	15	40000322	40428800	428478
ENSMUSG00000033006	ENSMUST00000230532	ENSMUSP00000155574	Sox10	4	ENSRNOG00000011305	ENSRNOP00000015283	ortholog_one2one	98.927	98.927	100	100.00	0.0048	0.1651	1	15	79154908	79165240	10332	7	120393254	120403523	10269
ENSMUSG00000030350	ENSMUST00000032500	ENSMUSP00000032500	Prmt8	1	ENSRNOG00000053804	ENSRNOP00000071703	ortholog_one2one	100	100	100	100.00	0	0	1	6	127689011	127769472	80461	4	160253073	160334910	81837
ENSMUSG00000026872	ENSMUST00000176438	ENSMUSP00000134849	Zeb2	30	ENSRNOG00000004677	ENSRNOP00000006350	ortholog_one2one	98.3539	98.3539	100	100.00	0.0074	0.1364	1	2	44983632	45117395	133763	3	29862473	29984201	121728
ENSMUSG00000052566	ENSMUST00000209764	ENSMUSP00000148237	Hook2	4	ENSRNOG00000003682	ENSRNOP00000033999	ortholog_one2one	95.6704	95.2712	100	100.00	0.0197	0.2092	1	8	84990603	85003343	12740	19	26106838	26119352	12514
ENSMUSG00000075031	ENSMUST00000099703	ENSMUSP00000097294	H2bc3	1	ENSRNOG00000059949	ENSRNOP00000070235	ortholog_one2one	99.2064	99.2064	0	100.00	0.0031	0.4719	1	13	23746734	23747241	507	17	43627930	43628310	380
ENSMUSG00000057572	ENSMUST00000146767	ENSMUSP00000114628	Zbtb8os	5	ENSRNOG00000008226	ENSRNOP00000064823	ortholog_one2one	97.6048	97.6048	75	100.00	0.0132	0.1867	1	4	129335695	129354547	18852	5	147535525	147547047	11522
ENSMUSG00000009646	ENSMUST00000009790	ENSMUSP00000009790	Pla2g12b	2	ENSRNOG00000046619	ENSRNOP00000067304	ortholog_one2one	97.4359	97.4359	100	100.00	0.0116	0.2198	1	10	59403660	59421976	18316	20	28989491	29007968	18477
ENSMUSG00000025899	ENSMUST00000211933	ENSMUSP00000148653	Alkbh8	10	ENSRNOG00000024525	ENSRNOP00000003432	ortholog_one2one	92.3193	92.3193	25	100.00	0.0365	0.1581	1	9	3335478	3391154	55676	6	18880737	18949393	68656
ENSMUSG00000043441	ENSMUST00000058535	ENSMUSP00000060893	Gpr149	2	ENSRNOG00000014793	ENSRNOP00000019929	ortholog_one2one	91.8033	92.0548	75	100.00	0.041	0.1873	1	3	62529077	62605140	76063	2	152839117	152911553	72436
ENSMUSG00000019773	ENSMUST00000019907	ENSMUSP00000019907	Fbxo5	2	ENSRNOG00000024077	ENSRNOP00000034853	ortholog_one2one	87.1734	87.799	100	100.00	0.0625	0.169	1	10	5799160	5805600	6440	1	42461291	42467586	6295
ENSMUSG00000064037	ENSMUST00000076949	ENSMUSP00000076217	Gpn1	7	ENSRNOG00000004941	ENSRNOP00000006599	ortholog_one2one	95.6989	95.4424	100	100.00	0.0214	0.1824	1	5	31494741	31512904	18163	6	26255083	26272755	17672
ENSMUSG00000029319	ENSMUST00000031262	ENSMUSP00000031262	Coq2	5	ENSRNOG00000002194	ENSRNOP00000002987	ortholog_one2one	89.3048	89.3048	100	100.00	0.0588	0.2524	1	5	100654723	100674284	19561	14	10581136	10600566	19430
ENSMUSG00000049950	ENSMUST00000062672	ENSMUSP00000050992	Rpp38	1	ENSRNOG00000038025	ENSRNOP00000054664	ortholog_one2one	82.8571	85.2941	100	100.00	0.0923	0.3058	1	2	3328949	3332643	3694	17	78915604	78919143	3539
ENSMUSG00000029790	ENSMUST00000031810	ENSMUSP00000031810	Cep41	10	ENSRNOG00000010950	ENSRNOP00000068210	ortholog_one2one	94.9062	94.9062	100	100.00	0.0238	0.1348	1	6	30653457	30693749	40292	4	57966783	58006839	40056
ENSMUSG00000038319	ENSMUST00000036092	ENSMUSP00000047705	Kcnh2	5	ENSRNOG00000009872	ENSRNOP00000013800	ortholog_one2one	99.0534	98.9682	100	100.00	0.0042	0.1981	1	5	24319589	24351604	32015	4	7355574	7387253	31679
ENSMUSG00000021022	ENSMUST00000021410	ENSMUSP00000021410	Ppp2r3c	3	ENSRNOG00000023591	ENSRNOP00000068983	ortholog_one2one	99.5585	99.5585	100	100.00	0.002	0.2207	1	12	55278991	55302998	24007	6	76056499	76079283	22784
ENSMUSG00000025758	ENSMUST00000026858	ENSMUSP00000026858	Plk4	10	ENSRNOG00000011654	ENSRNOP00000016946	ortholog_one2one	92.7568	92.8571	100	100.00	0.0334	0.2079	1	3	40800019	40816883	16864	2	127686972	127705518	18546
ENSMUSG00000046432	ENSMUST00000178632	ENSMUSP00000136952	Bex3	4	ENSRNOG00000028822	ENSRNOP00000042696	ortholog_one2one	91.129	94.1667	100	100.00	0.0041	0.2511	1	X	136270253	136271978	1725	X	106823491	106825014	1523
ENSMUSG00000029369	ENSMUST00000113179	ENSMUSP00000108804	Afm	2	ENSRNOG00000002878	ENSRNOP00000057275	ortholog_one2one	87.0066	87.0066	100	100.00	0.0704	0.2941	1	5	90518932	90553543	34611	14	19078680	19132208	53528
ENSMUSG00000071379	ENSMUST00000071858	ENSMUSP00000071756	Hpcal1	2	ENSRNOG00000005492	ENSRNOP00000007374	ortholog_one2one	100	100	100	100.00	0	0	1	12	17690856	17791933	101077	6	43001948	43109071	107123
ENSMUSG00000025437	ENSMUST00000026507	ENSMUSP00000026507	Usp33	11	ENSRNOG00000011294	ENSRNOP00000060372	ortholog_one2one	96.1496	96.1496	100	100.00	0.0186	0.1756	1	3	152346478	152393612	47134	2	257568613	257602810	34197
ENSMUSG00000042055	ENSMUST00000084519	ENSMUSP00000081567	Wdr11	9	ENSRNOG00000020430	ENSRNOP00000027704	ortholog_one2one	97.547	97.4673	0	100.00	0.0123	0.1742	1	7	129591863	129635738	43875	1	202770775	202816334	45559
ENSMUSG00000027673	ENSMUST00000127477	ENSMUSP00000114963	Ndufb5	8	ENSRNOG00000011949	ENSRNOP00000016051	ortholog_one2one	94.1799	94.1799	100	100.00	0.028	0.2264	1	3	32736990	32751566	14576	2	119139717	119153753	14036
ENSMUSG00000036893	ENSMUST00000147147	ENSMUSP00000119057	Ehmt1	18	ENSRNOG00000007242	ENSRNOP00000074513	ortholog_one2one	97.4537	97.9829	100	99.86	0.0098	0.1604	1	2	24789928	24919614	129686	3	1960957	2123820	162863
ENSMUSG00000029998	ENSMUST00000032065	ENSMUSP00000032065	Pcyox1	6	ENSRNOG00000016704	ENSRNOP00000022532	ortholog_one2one	95.0495	95.2381	100	100.00	0.0242	0.291	1	6	86386006	86397154	11148	4	118187134	118198029	10895
ENSMUSG00000041544	ENSMUST00000047720	ENSMUSP00000038490	Disp3	3	ENSRNOG00000026447	ENSRNOP00000037381	ortholog_one2one	98.144	97.8534	100	100.00	0.0083	0.2479	1	4	148240264	148287965	47701	5	165052871	165083487	30616
ENSMUSG00000015501	ENSMUST00000191138	ENSMUSP00000140150	Hivep2	6	ENSRNOG00000011015	ENSRNOP00000015131	ortholog_one2one	94.8148	94.5425	100	100.00	0.0255	0.2047	1	10	13966379	14151374	184995	1	8310577	8333885	23308
ENSMUSG00000054293	ENSMUST00000167673	ENSMUSP00000133122	P2ry10b	6	ENSRNOG00000037838	ENSRNOP00000041147	ortholog_one2one	95.7386	95.7386	100	100.00	0.0209	0.1158	1	X	107148927	107173661	24734	X	78259409	78284180	24771
ENSMUSG00000004268	ENSMUST00000004379	ENSMUSP00000004379	Emg1	6	ENSRNOG00000012828	ENSRNOP00000017334	ortholog_one2one	96.3115	96.3115	100	100.00	0.0154	0.1553	1	6	124704381	124712178	7797	4	157222385	157230647	8262
ENSMUSG00000000420	ENSMUST00000000430	ENSMUSP00000000430	Galnt1	8	ENSRNOG00000016207	ENSRNOP00000022117	ortholog_one2one	98.7478	98.7478	100	100.00	0.006	0.2251	1	18	24205344	24286818	81474	18	16146447	16185496	39049
ENSMUSG00000096225	ENSMUST00000177846	ENSMUSP00000136047	Lhx8	5	ENSRNOG00000028348	ENSRNOP00000009370	ortholog_one2one	91.5531	100	100	99.29	0	0	1	3	154306294	154330659	24365	2	260574190	260596777	22587
ENSMUSG00000026644	ENSMUST00000115089	ENSMUSP00000110741	Acbd7	2	ENSRNOG00000016480	ENSRNOP00000062607	ortholog_one2one	98.8636	98.8636	100	100.00	0.0053	0.2596	1	2	3336168	3340993	4825	17	78904873	78910671	5798
ENSMUSG00000039936	ENSMUST00000122059	ENSMUSP00000113844	Pik3cd	14	ENSRNOG00000016846	ENSRNOP00000061674	ortholog_one2one	88.4432	98.0932	100	100.00	0.0092	0.3051	1	4	149649170	149701590	52420	5	166602053	166628028	25975
ENSMUSG00000018604	ENSMUST00000079719	ENSMUSP00000078657	Tbx3	6	ENSRNOG00000008706	ENSRNOP00000011552	ortholog_one2one	98.3806	98.1157	50	100.00	0.0075	0.2153	1	5	119670669	119684561	13892	12	42481152	42492328	11176
ENSMUSG00000070690	ENSMUST00000094615	ENSMUSP00000092198	Albfm1	2	ENSRNOG00000039504	ENSRNOP00000057287	ortholog_one2one	82.2581	82.1256	100	100.00	0.1042	0.2521	1	5	90561107	90597871	36764	14	19028810	19072677	43867
ENSMUSG00000037833	ENSMUST00000096000	ENSMUSP00000093699	Sh2d4b	3	ENSRNOG00000042623	ENSRNOP00000036389	ortholog_one2one	98.3759	98.3759	50	100.00	0.0076	0.2237	1	14	40815868	40893266	77398	16	17611115	17708387	97272
ENSMUSG00000021384	ENSMUST00000021816	ENSMUSP00000021816	Susd3	6	ENSRNOG00000016525	ENSRNOP00000031097	ortholog_one2one	90.7063	90.3704	100	100.00	0.0477	0.1852	1	13	49230829	49248706	17877	17	15814132	15830328	16196
ENSMUSG00000004270	ENSMUST00000004381	ENSMUSP00000004381	Lpcat3	9	ENSRNOG00000012269	ENSRNOP00000017090	ortholog_one2one	95.2772	95.2772	100	100.00	0.0223	0.1358	1	6	124663027	124704418	41391	4	157181795	157222996	41201
ENSMUSG00000028470	ENSMUST00000030192	ENSMUSP00000030192	Hint2	7	ENSRNOG00000015866	ENSRNOP00000021387	ortholog_one2one	95.7055	95.7055	100	100.00	0.0223	0.1966	1	4	43654229	43656466	2237	5	59150345	59152599	2254
ENSMUSG00000028218	ENSMUST00000108285	ENSMUSP00000103920	Fam92a	8	ENSRNOG00000016338	ENSRNOP00000022249	ortholog_one2one	94.9296	94.9296	100	100.00	0.0243	0.1079	1	4	12153409	12172015	18606	5	25732644	25750826	18182
ENSMUSG00000072568	ENSMUST00000186536		Lratd2	2	ENSRNOG00000004744	ENSRNOP00000006279	ortholog_one2one	98.3871	98.3871	100	100.00	0.0071	0.1754	1	15	60825032	60853778	28746	7	101139376	101140308	932
ENSMUSG00000026014	ENSMUST00000140485	ENSMUSP00000121023	Raph1	8	ENSRNOG00000014722	ENSRNOP00000033491	ortholog_one2one	97.1564	97.2332	100	100.00	0.0149	0.1345	1	1	60482292	60566779	84487	9	67293309	67341341	48032
ENSMUSG00000031333	ENSMUST00000033695	ENSMUSP00000033695	Abcb7	2	ENSRNOG00000002790	ENSRNOP00000003739	ortholog_one2one	95.3457	95.3457	100	100.00	0.0267	0.1304	1	X	104280657	104413846	133189	X	75150611	75291938	141327
ENSMUSG00000037531	ENSMUST00000043966	ENSMUSP00000048078	Mrpl47	3	ENSRNOG00000011639	ENSRNOP00000015863	ortholog_one2one	94.4444	94.4444	100	100.00	0.0293	0.169	1	3	32725397	32737147	11750	2	119128309	119139451	11142
ENSMUSG00000029993	ENSMUST00000120240	ENSMUSP00000113637	Nfu1	9	ENSRNOG00000018410	ENSRNOP00000024884	ortholog_one2one	95.7031	96.8379	100	100.00	0.0157	0.1463	1	6	87009236	87028461	19225	4	118814284	118834955	20671
ENSMUSG00000015093	ENSMUST00000114265	ENSMUSP00000109904	Clic3	6	ENSRNOG00000015184	ENSRNOP00000020497	ortholog_one2one	95.7806	95.7806	100	100.00	0.0228	0.1914	1	2	25456838	25458776	1938	3	2676296	2680565	4269
ENSMUSG00000021943	ENSMUST00000168727	ENSMUSP00000128621	Gdf10	1	ENSRNOG00000051993	ENSRNOP00000075201	ortholog_one2one	95.3782	95.5789	100	100.00	0.0227	0.1622	1	14	33923587	33937983	14396	16	10250404	10262383	11979
ENSMUSG00000076432	ENSMUST00000135088	ENSMUSP00000123605	Ywhaq	5	ENSRNOG00000051650	ENSRNOP00000072011	ortholog_one2one	100	100	100	100.00	0	0	1	12	21390071	21417637	27566	6	43463294	43493816	30522
ENSMUSG00000056608	ENSMUST00000048665	ENSMUSP00000046356	Chd9	15	ENSRNOG00000049302	ENSRNOP00000070362	ortholog_one2one	83.8821	93.2203	100	100.00	0.0354	0.2789	1	8	90828352	91054516	226164	19	17370253	17494516	124263
ENSMUSG00000038760	ENSMUST00000226626	ENSMUSP00000154650	Trhr	4	ENSRNOG00000005048	ENSRNOP00000006783	ortholog_one2one	96.1832	91.7476	100	100.00	0.0179	0.2053	1	15	44196233	44235912	39679	7	83113672	83153519	39847
ENSMUSG00000027671	ENSMUST00000029214	ENSMUSP00000029214	Actl6a	8	ENSRNOG00000011553	ENSRNOP00000015460	ortholog_one2one	99.7669	99.7669	100	100.00	0.0011	0.168	1	3	32708507	32726973	18466	2	119112513	119129751	17238
ENSMUSG00000021550	ENSMUST00000022032	ENSMUSP00000022032	2210016F16Rik	1	ENSRNOG00000019232	ENSRNOP00000057961	ortholog_one2one	87.8698	87.0968	100	100.00	0.0694	0.319	1	13	58379817	58385225	5408	17	6683152	6690723	7571
ENSMUSG00000061462	ENSMUST00000238536	ENSMUSP00000158795	Obscn	10	ENSRNOG00000058068	ENSRNOP00000074671	ortholog_one2one	91.9696	91.9811	100	100.00	0.0305	0.2111	1	11	58994256	59136375	142119	10	45338062	45480999	142937
ENSMUSG00000072625	ENSMUST00000100720	ENSMUSP00000098286	Gdf2	1	ENSRNOG00000057751	ENSRNOP00000072495	ortholog_one2one	92.5234	92.093	100	100.00	0.0391	0.2995	1	14	33941039	33947198	6159	16	10267482	10273239	5757
ENSMUSG00000047037	ENSMUST00000052204	ENSMUSP00000053871	Nipa1	1	ENSRNOG00000042702	ENSRNOP00000061757	ortholog_one2one	95.6656	96.2617	100	100.00	0.0218	0.1797	1	7	55977567	56019954	42387	1	114386757	114422733	35976
ENSMUSG00000028780	ENSMUST00000030568	ENSMUSP00000030568	Sema3c	5	ENSRNOG00000006526	ENSRNOP00000009132	ortholog_one2one	99.4674	98.679	100	100.00	0.0024	0.202	1	5	17574281	17730268	155987	4	14318274	14490446	172172
ENSMUSG00000071359	ENSMUST00000127698	ENSMUSP00000114223	Tbpl1	4	ENSRNOG00000011114	ENSRNOP00000014805	ortholog_one2one	100	100	50	100.00	0	0	1	10	22703879	22731447	27568	1	23977688	24002506	24818
ENSMUSG00000056919	ENSMUST00000093802	ENSMUSP00000091319	Cep162	4	ENSRNOG00000010608	ENSRNOP00000014165	ortholog_one2one	89.8788	89.8788	100	100.00	0.0541	0.2043	1	9	87189577	87255536	65959	8	94863282	94920441	57159
ENSMUSG00000014504	ENSMUST00000126518		Srp19	6	ENSRNOG00000020204	ENSRNOP00000027418	ortholog_one2one	98.6111	98.6111	100	100.00	0.0063	0.2509	1	18	34330847	34336345	5498	18	27114822	27121059	6237
ENSMUSG00000050050	ENSMUST00000060930	ENSMUSP00000063050	Ccdc158	5	ENSRNOG00000002204	ENSRNOP00000003009	ortholog_one2one	95.8521	95.6796	100	100.00	0.0184	0.1996	1	5	92608253	92675125	66872	14	16924960	16974514	49554
ENSMUSG00000030629	ENSMUST00000209117	ENSMUSP00000146518	Zfand6	10	ENSRNOG00000013506	ENSRNOP00000018098	ortholog_one2one	100	100	50	100.00	0	0	1	7	84613766	84689957	76191	1	146745859	146823762	77903
ENSMUSG00000074170	ENSMUST00000098513	ENSMUSP00000096113	Plekhf1	1	ENSRNOG00000027724	ENSRNOP00000020352	ortholog_one2one	96.0574	96.0574	100	100.00	0.019	0.253	1	7	38216972	38228016	11044	1	94609377	94610854	1477
ENSMUSG00000051397	ENSMUST00000058178	ENSMUSP00000060099	Tacstd2	1	ENSRNOG00000007740	ENSRNOP00000010156	ortholog_one2one	94.0063	94.0063	50	100.00	0.0268	0.2404	1	6	67534062	67535796	1734	4	98341188	98342887	1699
ENSMUSG00000078815	ENSMUST00000183200	ENSMUSP00000138622	Cacng6	2	ENSRNOG00000057852	ENSRNOP00000074853	ortholog_one2one	98.4615	98.4615	100	100.00	0.0074	0.092	1	7	3424195	3435667	11472	1	64305438	64321241	15803
ENSMUSG00000048450	ENSMUST00000063116	ENSMUSP00000058354	Msx1	2	ENSRNOG00000006876	ENSRNOP00000009101	ortholog_one2one	97.6898	99.6633	100	100.00	0.0016	0.1819	1	5	37820485	37824583	4098	14	77712240	77716059	3819
ENSMUSG00000063275	ENSMUST00000131730	ENSMUSP00000141406	Hacd1	4	ENSRNOG00000043192	ENSRNOP00000059743	ortholog_one2one	81.4516	95.7346	100	94.74	0.0253	0.2276	1	2	13850282	14056036	205754	17	81173713	81187739	14026
ENSMUSG00000034342	ENSMUST00000206720	ENSMUSP00000146244	Cbl	11	ENSRNOG00000008444	ENSRNOP00000063226	ortholog_one2one	98.3571	98.2495	100	100.00	0.0083	0.159	1	9	44142976	44234049	91073	8	48489036	48564722	75686
ENSMUSG00000037490	ENSMUST00000042261	ENSMUSP00000043962	Slc2a12	2	ENSRNOG00000011161	ENSRNOP00000015566	ortholog_one2one	94.5338	94.686	50	100.00	0.0266	0.2093	1	10	22645011	22704285	59274	1	24003625	24056373	52748
ENSMUSG00000041534	ENSMUST00000035695	ENSMUSP00000040249	Rbp3	1	ENSRNOG00000051911	ENSRNOP00000068670	ortholog_one2one	95.4619	95.4619	100	100.00	0.0225	0.2849	1	14	33954003	33964216	10213	16	10277775	10286243	8468
ENSMUSG00000064225	ENSMUST00000079597	ENSMUSP00000078547	Paqr9	1	ENSRNOG00000032374	ENSRNOP00000044955	ortholog_one2one	94.4	94.9062	100	100.00	0.0274	0.2982	1	9	95559657	95568023	8366	8	103337472	103339768	2296
ENSMUSG00000047617	ENSMUST00000133919		Paxx	13	ENSRNOG00000015294	ENSRNOP00000020806	ortholog_one2one	91.2195	91.2195	100	100.00	0.0475	0.1044	1	2	25455141	25460952	5811	3	2678956	2680622	1666
ENSMUSG00000038594	ENSMUST00000220443	ENSMUSP00000151909	Cep85l	5	ENSRNOG00000000414	ENSRNOP00000058939	ortholog_one2one	93.1762	93.2919	100	100.00	0.0324	0.157	1	10	53273443	53379947	106504	20	34575950	34683506	107556
ENSMUSG00000035057	ENSMUST00000038692	ENSMUSP00000041629	Mgat4d	2	ENSRNOG00000003695	ENSRNOP00000004982	ortholog_one2one	80.9651	81.1828	100	100.00	0.112	0.1731	1	8	83348471	83379402	30931	19	24496569	24532772	36203
ENSMUSG00000027957	ENSMUST00000029569	ENSMUSP00000029569	Slc35a3	7	ENSRNOG00000061832	ENSRNOP00000074264	ortholog_one2one	98.773	98.773	75	100.00	0.0059	0.1195	1	3	116669470	116712650	43180	2	219705620	219741886	36266
ENSMUSG00000035431	ENSMUST00000044299	ENSMUSP00000037045	Sstr1	2	ENSRNOG00000048145	ENSRNOP00000067355	ortholog_one2one	98.4655	98.4655	100	100.00	0.0067	0.1377	1	12	58211804	58214444	2640	6	79254339	79258611	4272
ENSMUSG00000042506	ENSMUST00000041683	ENSMUSP00000041263	Usp22	5	ENSRNOG00000032492	ENSRNOP00000044118	ortholog_one2one	99.8095	99.8095	100	100.00	0.0009	0.1767	1	11	61151785	61175055	23270	10	47429002	47453442	24440
ENSMUSG00000044519	ENSMUST00000166737	ENSMUSP00000132436	Zfp488	1	ENSRNOG00000057542	ENSRNOP00000075699	ortholog_one2one	88.1306	87.8698	100	100.00	0.0631	0.2028	1	14	33967070	33978764	11694	16	10294931	10296341	1410
